order_id,customer_id,archetype,previous_orders,previous_delivered_orders,previous_rto_orders,previous_cancelled_orders,customer_rto_rate,customer_success_rate,days_since_first_order,order_value,number_of_items,product_category,discount_percentage,payment_method,cod_selected,pincode,pincode_rto_rate,address_completeness,address_changes,city_state_match,checkout_attempts,checkout_duration,cart_revisions,quantity_changes,payment_attempts,session_duration,intent_score,device_linked_accounts,true_rto_probability,is_rto
ORD_014224,CUS_07025,LEGITIMATE,19,19,0,0,0.0,1.0,617,3390,1,ACCESSORIES,15,COD,1,600001,0.1,0.97,0,1,1,48,0,0,1,426,93.0,1,0.0654,0
ORD_014225,CUS_09226,SERIAL_RETURNER,8,4,4,0,0.5,0.5,53,1872,4,HOME,30,COD,1,282001,0.32,0.57,0,1,2,103,2,2,1,247,26.0,1,0.8659,1
ORD_014226,CUS_12953,LEGITIMATE,30,29,0,1,0.0,0.9667,365,3121,1,ACCESSORIES,30,UPI,0,560038,0.09,0.88,0,1,1,94,0,1,1,162,93.0,1,0.0025,0
ORD_014227,CUS_08695,LEGITIMATE,11,11,0,0,0.0,1.0,257,1983,2,ELECTRONICS,40,CARD,0,400050,0.08,0.9,0,1,1,116,1,0,1,445,93.0,1,0.0024,0
ORD_014231,CUS_09798,LEGITIMATE,6,6,0,0,0.0,1.0,538,1168,4,ACCESSORIES,10,COD,1,700001,0.12,0.86,0,1,1,45,1,0,1,245,88.0,1,0.1036,0
ORD_014233,CUS_14207,LEGITIMATE,20,20,0,0,0.0,1.0,415,3175,1,ACCESSORIES,5,COD,1,500001,0.11,0.99,0,1,1,47,0,0,1,405,93.0,1,0.078,0
ORD_014234,CUS_09695,LEGITIMATE,5,3,1,1,0.2,0.6,659,1427,1,BEAUTY,10,CARD,0,110016,0.07,0.96,0,1,2,59,0,0,1,191,69.0,1,0.0128,0
ORD_014235,CUS_07735,LEGITIMATE,12,12,0,0,0.0,1.0,217,1412,1,HOME,0,UPI,0,400050,0.08,0.91,0,1,1,61,0,0,1,283,93.0,1,0.002,0
ORD_014236,CUS_13841,LEGITIMATE,26,26,0,0,0.0,1.0,106,1460,2,ELECTRONICS,10,UPI,0,560001,0.08,0.96,0,1,1,73,0,0,1,279,93.0,1,0.0017,0
ORD_014238,CUS_05205,ABUSE_RING,5,1,3,1,0.6,0.2,387,6213,4,ELECTRONICS,15,COD,1,380001,0.14,0.31,1,1,2,107,1,1,1,237,22.0,5,0.9809,1
ORD_014239,CUS_16392,OCCASIONAL_RTO,10,6,2,2,0.2,0.6,172,718,2,FASHION,20,COD,1,282001,0.32,0.67,1,1,1,190,0,1,1,326,52.0,1,0.5707,1
ORD_014240,CUS_11839,LEGITIMATE,15,14,0,1,0.0,0.9333,649,5054,1,ELECTRONICS,10,COD,1,700001,0.12,0.84,0,1,1,120,0,0,1,441,80.0,1,0.153,0
ORD_014241,CUS_06557,OCCASIONAL_RTO,12,10,1,1,0.0833,0.8333,425,2278,3,ACCESSORIES,0,UPI,0,110016,0.07,0.81,0,1,1,215,0,0,2,483,85.0,1,0.0042,0
ORD_014243,CUS_17459,LEGITIMATE,25,24,0,1,0.0,0.96,685,2794,1,ACCESSORIES,5,UPI,0,400050,0.08,0.88,0,1,1,155,0,0,1,461,93.0,1,0.003,0
ORD_014244,CUS_01981,SERIAL_RETURNER,23,14,9,0,0.3913,0.6087,32,641,1,HOME,5,COD,1,302001,0.18,0.76,0,1,2,125,2,2,1,347,42.0,2,0.4429,0
ORD_014245,CUS_08140,LEGITIMATE,4,3,0,1,0.0,0.75,126,2150,1,HOME,30,UPI,0,560038,0.09,0.84,0,1,1,165,1,0,1,386,75.0,1,0.0039,0
ORD_014246,CUS_08414,LEGITIMATE,34,34,0,0,0.0,1.0,575,705,1,ACCESSORIES,15,CARD,0,560038,0.09,0.82,0,1,1,180,2,0,1,467,85.0,1,0.0053,0
ORD_014247,CUS_10042,LEGITIMATE,11,11,0,0,0.0,1.0,418,1097,1,ACCESSORIES,40,CARD,0,600001,0.1,0.93,0,1,1,114,0,0,1,279,93.0,1,0.007,0
ORD_014248,CUS_04242,LEGITIMATE,10,9,1,0,0.1,0.9,57,1999,2,BEAUTY,30,CARD,0,600001,0.1,0.99,0,1,1,202,0,0,1,381,83.0,1,0.0028,0
ORD_014249,CUS_14426,LEGITIMATE,34,34,0,0,0.0,1.0,214,1083,1,HOME,15,COD,1,600001,0.1,0.95,0,1,1,56,0,0,1,330,93.0,1,0.0295,0
ORD_014250,CUS_09384,SERIAL_RETURNER,10,3,6,1,0.6,0.3,452,584,1,FASHION,15,COD,1,201301,0.22,0.52,0,1,3,90,4,1,1,338,24.0,1,0.9288,1
ORD_014251,CUS_12187,ABUSE_RING,2,0,1,2,0.5,0.0,724,1857,5,FASHION,30,COD,1,380001,0.14,0.49,1,1,3,111,1,1,1,250,12.0,5,0.986,1
ORD_014252,CUS_05442,LEGITIMATE,17,17,0,0,0.0,1.0,409,2095,1,FASHION,0,CARD,0,110001,0.09,0.87,0,1,2,93,0,0,1,245,89.0,1,0.002,0
ORD_014253,CUS_05959,LEGITIMATE,9,7,1,1,0.1111,0.7778,172,1576,1,HOME,5,UPI,0,400050,0.08,0.83,1,1,1,135,0,0,1,316,75.0,1,0.0114,0
ORD_014256,CUS_05273,LEGITIMATE,25,24,1,0,0.04,0.96,214,6993,1,ELECTRONICS,5,COD,1,400050,0.08,0.9,0,1,1,65,0,0,1,283,93.0,1,0.074,0
ORD_014257,CUS_09223,LEGITIMATE,9,9,0,0,0.0,1.0,488,1681,2,ACCESSORIES,40,CARD,0,400050,0.08,0.87,0,1,1,104,0,0,1,385,93.0,1,0.0027,0
ORD_014258,CUS_09606,LEGITIMATE,6,5,0,1,0.0,0.8333,486,4088,2,FASHION,15,UPI,0,110070,0.08,0.98,0,1,1,76,0,0,1,317,93.0,1,0.0099,0
ORD_014260,CUS_15329,LEGITIMATE,34,33,0,1,0.0,0.9706,78,3118,1,ACCESSORIES,30,CARD,0,110016,0.07,0.84,0,1,1,113,1,0,1,281,85.0,1,0.0032,0
ORD_014261,CUS_01578,OCCASIONAL_RTO,5,2,1,2,0.2,0.4,228,1276,3,BEAUTY,15,UPI,0,201301,0.22,0.68,0,1,1,74,0,2,1,536,60.0,2,0.0317,0
ORD_014262,CUS_06044,OCCASIONAL_RTO,14,11,3,0,0.2143,0.7857,405,1829,1,BEAUTY,0,COD,1,160017,0.12,0.6,0,1,1,227,2,0,1,678,60.0,2,0.1736,0
ORD_014263,CUS_06103,OCCASIONAL_RTO,17,13,3,1,0.1765,0.7647,339,1127,3,BEAUTY,5,COD,1,400050,0.08,0.68,0,1,1,212,0,1,1,325,75.0,1,0.0406,0
ORD_014264,CUS_04280,LEGITIMATE,8,8,0,0,0.0,1.0,452,1686,2,ACCESSORIES,30,UPI,0,110070,0.08,0.86,0,1,1,72,0,0,1,163,93.0,1,0.0027,0
ORD_014265,CUS_08312,LEGITIMATE,33,33,0,0,0.0,1.0,237,1546,1,FASHION,15,UPI,0,560038,0.09,0.84,0,1,1,137,0,0,1,296,85.0,1,0.0054,0
ORD_014268,CUS_11371,LEGITIMATE,11,11,0,0,0.0,1.0,288,1777,3,ACCESSORIES,40,UPI,0,110016,0.07,0.84,0,1,1,186,0,0,1,318,85.0,1,0.0038,0
ORD_014269,CUS_12534,LEGITIMATE,4,3,0,1,0.0,0.75,701,1529,2,HOME,30,CARD,0,600001,0.1,0.85,0,1,2,193,0,0,1,292,79.0,1,0.0037,0
ORD_014270,CUS_15391,OCCASIONAL_RTO,20,17,3,0,0.15,0.85,41,3462,2,ACCESSORIES,40,UPI,0,400001,0.09,0.64,0,1,1,202,1,0,1,354,75.0,1,0.0048,0
ORD_014273,CUS_08831,LEGITIMATE,23,22,0,1,0.0,0.9565,635,3996,2,FASHION,10,COD,1,110016,0.07,0.83,0,1,2,53,2,0,1,334,81.0,1,0.1182,0
ORD_014276,CUS_16664,LEGITIMATE,3,2,0,1,0.0,0.6667,460,8306,1,ELECTRONICS,30,COD,1,600001,0.1,0.96,0,1,2,166,0,0,1,403,79.0,1,0.2261,0
ORD_014277,CUS_06658,OCCASIONAL_RTO,15,10,3,2,0.2,0.6667,480,8698,1,ELECTRONICS,15,UPI,0,400001,0.09,0.75,0,1,1,223,1,0,2,616,65.0,1,0.0197,0
ORD_014278,CUS_12485,LEGITIMATE,24,24,0,0,0.0,1.0,593,2945,1,FASHION,40,CARD,0,560038,0.09,0.8,0,1,1,57,1,0,1,225,85.0,1,0.0029,0
ORD_014279,CUS_14777,SERIAL_RETURNER,23,10,10,3,0.4348,0.4348,644,1343,1,FASHION,40,UPI,0,800001,0.34,0.68,0,1,1,158,0,0,1,278,38.0,1,0.088,0
ORD_014280,CUS_12769,LEGITIMATE,28,26,1,1,0.0357,0.9286,13,8577,1,ELECTRONICS,5,UPI,0,110016,0.07,0.84,0,1,2,50,0,0,1,371,81.0,1,0.0039,0
ORD_014282,CUS_11918,OCCASIONAL_RTO,17,14,2,1,0.1176,0.8235,365,2076,3,BEAUTY,0,COD,1,110016,0.07,0.82,0,1,1,226,3,0,2,558,75.0,2,0.0898,0
ORD_014283,CUS_11347,OCCASIONAL_RTO,10,9,1,0,0.1,0.9,104,3062,4,FASHION,40,COD,1,600001,0.1,0.67,0,1,1,199,0,0,1,525,75.0,2,0.3027,0
ORD_014284,CUS_08131,LEGITIMATE,2,0,1,1,0.5,0.0,454,709,1,FASHION,0,UPI,0,560001,0.08,0.95,0,1,1,49,1,0,1,299,51.0,1,0.0475,0
ORD_014286,CUS_11618,LEGITIMATE,20,19,0,1,0.0,0.95,728,2963,1,ACCESSORIES,40,CARD,0,400050,0.08,0.85,0,1,1,166,0,0,1,475,93.0,1,0.0039,0
ORD_014288,CUS_10707,OCCASIONAL_RTO,11,7,2,2,0.1818,0.6364,634,1325,1,BEAUTY,5,COD,1,247001,0.36,0.87,0,1,1,103,0,0,1,185,70.0,1,0.429,0
ORD_014289,CUS_04198,LEGITIMATE,5,5,0,0,0.0,1.0,385,2723,1,ELECTRONICS,10,COD,1,560038,0.09,0.84,0,1,1,85,0,0,1,419,85.0,1,0.1193,0
ORD_014290,CUS_01627,LEGITIMATE,29,28,0,1,0.0,0.9655,451,6914,4,ELECTRONICS,15,UPI,0,560038,0.09,0.82,0,1,1,47,0,0,1,332,85.0,1,0.0037,0
ORD_014291,CUS_02674,OCCASIONAL_RTO,5,3,1,1,0.2,0.6,642,2553,4,HOME,30,COD,1,160017,0.12,0.57,0,1,1,49,3,1,1,468,60.0,1,0.424,0
ORD_014292,CUS_05735,LEGITIMATE,3,3,0,0,0.0,1.0,627,401,2,BEAUTY,5,CARD,0,400050,0.08,0.92,0,1,1,175,0,0,1,507,83.0,1,0.0056,0
ORD_014293,CUS_04007,ABUSE_RING,12,2,8,2,0.6667,0.1667,482,1196,2,BEAUTY,20,COD,1,411001,0.11,0.56,1,0,2,35,2,1,3,194,33.0,4,0.9382,1
ORD_014294,CUS_17027,SERIAL_RETURNER,7,3,3,1,0.4286,0.4286,358,1542,1,BEAUTY,40,COD,1,380001,0.14,0.6,1,1,1,180,3,3,1,484,46.0,3,0.5412,1
ORD_014296,CUS_02313,OCCASIONAL_RTO,19,13,4,2,0.2105,0.6842,257,2172,1,ACCESSORIES,40,COD,1,560038,0.09,0.79,0,1,1,121,0,1,1,683,65.0,2,0.3989,0
ORD_014297,CUS_12148,LEGITIMATE,27,26,0,1,0.0,0.963,379,2049,2,BEAUTY,5,COD,1,110070,0.08,0.89,0,1,1,171,0,0,1,452,93.0,1,0.0362,0
ORD_014298,CUS_07417,LEGITIMATE,5,5,0,0,0.0,1.0,280,3377,5,HOME,30,CARD,0,400001,0.09,0.9,0,1,1,162,0,0,1,278,93.0,1,0.003,0
ORD_014299,CUS_16338,OCCASIONAL_RTO,11,9,1,1,0.0909,0.8182,648,3312,1,HOME,5,UPI,0,302001,0.18,0.9,0,1,1,211,0,0,1,518,88.0,1,0.006,0
ORD_014300,CUS_15413,LEGITIMATE,24,23,0,1,0.0,0.9583,261,6140,5,ELECTRONICS,15,COD,1,560038,0.09,0.85,0,1,1,86,0,0,1,307,93.0,1,0.0407,0
ORD_014301,CUS_15497,LEGITIMATE,21,21,0,0,0.0,1.0,416,1435,2,ACCESSORIES,15,CARD,0,110016,0.07,0.96,0,1,1,138,0,1,1,278,93.0,1,0.0036,0
ORD_014302,CUS_06311,OCCASIONAL_RTO,7,4,1,2,0.1429,0.5714,441,1458,2,ACCESSORIES,20,COD,1,411001,0.11,0.61,0,0,1,296,1,1,2,602,69.0,2,0.3711,0
ORD_014303,CUS_17870,LEGITIMATE,13,12,0,1,0.0,0.9231,456,396,1,BEAUTY,40,UPI,0,110016,0.07,1.0,0,1,1,177,0,1,1,351,93.0,1,0.0022,0
ORD_014304,CUS_00094,LEGITIMATE,13,12,0,1,0.0,0.9231,123,2304,2,HOME,10,UPI,0,560038,0.09,0.89,0,1,1,91,1,0,1,445,93.0,1,0.0036,0
ORD_014306,CUS_10406,ABUSE_RING,9,1,6,2,0.6667,0.1111,54,1328,2,BEAUTY,15,COD,1,842001,0.38,0.6,0,1,1,86,5,2,1,177,30.0,3,0.905,1
ORD_014309,CUS_09371,LEGITIMATE,16,16,0,0,0.0,1.0,521,1114,1,ACCESSORIES,10,UPI,0,500001,0.11,0.92,0,1,1,101,0,0,1,276,93.0,1,0.0041,0
ORD_014310,CUS_08306,LEGITIMATE,5,4,0,1,0.0,0.8,572,1802,1,FASHION,15,UPI,0,500001,0.11,0.88,0,1,1,161,0,0,1,384,83.0,1,0.0066,0
ORD_014312,CUS_01458,LEGITIMATE,17,17,0,0,0.0,1.0,501,2653,5,ELECTRONICS,40,UPI,0,110001,0.09,0.93,0,1,1,49,1,0,1,390,93.0,1,0.0031,0
ORD_014314,CUS_15946,LEGITIMATE,28,26,1,1,0.0357,0.9286,322,376,2,BEAUTY,20,COD,1,400001,0.09,0.98,0,1,1,64,0,0,1,433,93.0,1,0.0705,0
ORD_014315,CUS_14393,LEGITIMATE,26,25,0,1,0.0,0.9615,226,1194,1,HOME,0,COD,1,110016,0.07,0.8,0,1,1,131,0,0,1,337,85.0,1,0.0585,0
ORD_014316,CUS_15759,OCCASIONAL_RTO,18,14,3,1,0.1667,0.7778,332,1154,4,FASHION,40,COD,1,110016,0.07,0.81,0,0,1,112,0,0,1,333,75.0,1,0.1724,0
ORD_014319,CUS_01963,OCCASIONAL_RTO,18,16,2,0,0.1111,0.8889,136,422,2,ACCESSORIES,40,COD,1,560038,0.09,0.63,1,1,1,48,1,0,1,315,75.0,2,0.1516,0
ORD_014320,CUS_04051,LEGITIMATE,8,8,0,0,0.0,1.0,571,513,2,HOME,0,UPI,0,110001,0.09,0.94,0,1,1,132,2,0,1,525,93.0,1,0.0051,0
ORD_014321,CUS_00849,LEGITIMATE,20,19,0,1,0.0,0.95,92,7094,2,ELECTRONICS,30,COD,1,110016,0.07,0.94,0,1,1,158,0,0,1,544,93.0,1,0.085,0
ORD_014322,CUS_09623,LEGITIMATE,23,22,0,1,0.0,0.9565,558,3513,3,ELECTRONICS,30,CARD,0,400001,0.09,0.86,0,1,1,129,0,0,1,418,93.0,1,0.0021,0
ORD_014323,CUS_06644,LEGITIMATE,30,29,0,1,0.0,0.9667,77,1930,1,FASHION,15,COD,1,400001,0.09,0.97,0,1,1,172,0,0,1,309,93.0,1,0.0547,0
ORD_014324,CUS_01497,LEGITIMATE,23,23,0,0,0.0,1.0,577,2380,1,ACCESSORIES,0,CARD,0,560038,0.09,0.94,0,1,1,147,0,0,1,248,93.0,1,0.002,0
ORD_014326,CUS_02189,LEGITIMATE,28,27,0,1,0.0,0.9643,602,2676,1,ACCESSORIES,20,CARD,0,500001,0.11,0.94,0,1,1,91,1,1,1,267,93.0,1,0.0038,0
ORD_014328,CUS_09332,LEGITIMATE,26,26,0,0,0.0,1.0,597,1871,5,ACCESSORIES,40,UPI,0,500001,0.11,0.93,0,1,1,76,0,0,1,466,93.0,1,0.002,0
ORD_014329,CUS_02803,LEGITIMATE,20,20,0,0,0.0,1.0,410,3356,1,ELECTRONICS,5,UPI,0,110001,0.09,0.94,0,1,1,81,0,0,1,302,93.0,1,0.0026,0
ORD_014332,CUS_17753,LEGITIMATE,23,23,0,0,0.0,1.0,558,2564,1,ACCESSORIES,40,UPI,0,400050,0.08,0.88,0,1,1,153,0,0,1,339,93.0,1,0.002,0
ORD_014333,CUS_02454,SERIAL_RETURNER,9,3,4,2,0.4444,0.3333,23,3284,4,HOME,5,CARD,0,141001,0.26,0.77,1,1,1,82,1,2,1,335,46.0,1,0.1371,0
ORD_014334,CUS_13697,LEGITIMATE,34,33,0,1,0.0,0.9706,287,2434,1,HOME,40,UPI,0,110001,0.09,0.83,1,1,1,207,2,0,1,368,85.0,1,0.0034,0
ORD_014335,CUS_13769,LEGITIMATE,35,35,0,0,0.0,1.0,284,1257,1,BEAUTY,20,COD,1,400050,0.08,0.79,0,1,1,124,0,0,1,279,85.0,1,0.0566,0
ORD_014336,CUS_04098,SERIAL_RETURNER,16,6,7,3,0.4375,0.375,363,951,1,ACCESSORIES,5,COD,1,201017,0.28,0.69,2,1,1,58,3,3,1,258,46.0,2,0.7788,1
ORD_014337,CUS_16018,LEGITIMATE,26,26,0,0,0.0,1.0,383,1200,1,ACCESSORIES,15,COD,1,110001,0.09,0.86,0,1,1,118,0,0,1,300,93.0,1,0.036,0
ORD_014339,CUS_15220,OCCASIONAL_RTO,17,13,3,1,0.1765,0.7647,415,891,2,HOME,10,UPI,0,110016,0.07,0.8,1,1,1,309,2,2,1,631,69.0,1,0.0059,0
ORD_014340,CUS_07173,ABUSE_RING,7,2,4,1,0.5714,0.2857,438,1211,1,HOME,15,CARD,0,834001,0.33,0.62,2,1,2,63,2,4,2,145,26.0,7,0.6409,1
ORD_014342,CUS_02201,LEGITIMATE,35,33,1,1,0.0286,0.9429,533,2806,3,ELECTRONICS,5,COD,1,600001,0.1,0.8,0,1,1,138,2,0,1,447,85.0,1,0.0995,0
ORD_014348,CUS_11627,LEGITIMATE,20,19,0,1,0.0,0.95,429,1819,1,FASHION,0,CARD,0,560038,0.09,0.94,0,1,1,118,0,0,1,294,93.0,1,0.0036,0
ORD_014349,CUS_11451,SERIAL_RETURNER,6,0,3,3,0.5,0.0,728,5706,3,ELECTRONICS,0,COD,1,201309,0.19,0.52,0,1,1,138,0,2,1,297,38.0,3,0.8176,1
ORD_014350,CUS_00520,OCCASIONAL_RTO,6,3,1,2,0.1667,0.5,164,6796,2,ELECTRONICS,10,CARD,0,800001,0.34,0.63,0,1,1,78,3,0,1,360,62.0,2,0.0564,0
ORD_014351,CUS_15621,LEGITIMATE,14,13,0,1,0.0,0.9286,726,785,1,BEAUTY,40,UPI,0,110001,0.09,0.8,1,1,1,78,0,1,1,467,85.0,1,0.0054,0
ORD_014352,CUS_11939,LEGITIMATE,11,11,0,0,0.0,1.0,553,539,1,BEAUTY,0,COD,1,500001,0.11,0.83,0,1,1,189,1,0,1,469,85.0,1,0.0323,0
ORD_014353,CUS_12302,OCCASIONAL_RTO,17,12,3,2,0.1765,0.7059,199,593,1,ACCESSORIES,5,UPI,0,247001,0.36,0.59,0,1,1,278,0,0,1,617,56.0,1,0.0163,0
ORD_014354,CUS_00674,OCCASIONAL_RTO,20,16,4,0,0.2,0.8,719,1931,4,BEAUTY,5,COD,1,800001,0.34,0.55,0,1,2,243,0,0,1,371,42.0,2,0.6147,1
ORD_014355,CUS_14267,LEGITIMATE,28,27,0,1,0.0,0.9643,485,675,2,HOME,15,UPI,0,500001,0.11,0.99,0,1,1,194,0,0,1,501,93.0,1,0.0026,0
ORD_014358,CUS_10810,OCCASIONAL_RTO,8,6,1,1,0.125,0.75,704,2768,1,HOME,15,COD,1,201309,0.19,0.74,0,1,1,154,1,0,1,314,70.0,1,0.185,0
ORD_014359,CUS_06090,OCCASIONAL_RTO,16,13,2,1,0.125,0.8125,590,2048,1,BEAUTY,0,COD,1,400001,0.09,0.68,1,1,1,300,1,0,2,353,69.0,1,0.2328,0
ORD_014360,CUS_00280,LEGITIMATE,26,25,0,1,0.0,0.9615,268,2789,2,FASHION,30,COD,1,400001,0.09,0.96,0,1,1,186,0,0,1,266,93.0,1,0.0862,0
ORD_014362,CUS_10951,LEGITIMATE,32,31,0,1,0.0,0.9688,543,2595,1,ACCESSORIES,15,CARD,0,110070,0.08,0.92,0,1,1,142,1,0,1,517,93.0,1,0.0076,0
ORD_014365,CUS_03666,LEGITIMATE,34,33,0,1,0.0,0.9706,324,1997,2,FASHION,30,CARD,0,110001,0.09,0.83,0,1,1,160,0,0,1,462,85.0,1,0.003,0
ORD_014368,CUS_08630,SERIAL_RETURNER,22,4,15,3,0.6818,0.1818,52,4467,1,FASHION,15,COD,1,452001,0.21,0.65,2,1,3,59,1,1,1,311,24.0,2,0.9795,1
ORD_014370,CUS_06507,LEGITIMATE,9,9,0,0,0.0,1.0,696,1789,1,BEAUTY,40,UPI,0,560038,0.09,0.98,0,1,1,99,0,0,1,195,93.0,1,0.0034,0
ORD_014372,CUS_11633,OCCASIONAL_RTO,5,3,1,1,0.2,0.6,360,1580,1,BEAUTY,0,COD,1,110070,0.08,0.58,0,1,1,87,1,0,1,422,65.0,1,0.198,0
ORD_014374,CUS_05116,LEGITIMATE,16,13,2,1,0.125,0.8125,8,814,1,HOME,30,UPI,0,400050,0.08,0.9,0,1,1,61,0,0,1,148,83.0,1,0.0045,0
ORD_014376,CUS_04702,LEGITIMATE,11,11,0,0,0.0,1.0,143,2266,1,HOME,5,CARD,0,560038,0.09,0.96,0,1,1,84,0,0,1,395,93.0,1,0.0012,0
ORD_014378,CUS_08587,LEGITIMATE,12,12,0,0,0.0,1.0,18,2315,1,ACCESSORIES,5,COD,1,400001,0.09,0.9,0,1,1,47,0,0,1,394,93.0,1,0.0363,0
ORD_014379,CUS_06126,LEGITIMATE,35,35,0,0,0.0,1.0,502,1248,1,BEAUTY,15,UPI,0,560038,0.09,0.9,0,1,1,120,0,0,1,435,93.0,1,0.0013,0
ORD_014380,CUS_02587,LEGITIMATE,23,21,1,1,0.0435,0.913,695,1886,1,ACCESSORIES,15,UPI,0,400001,0.09,0.83,0,1,2,109,0,0,1,418,81.0,1,0.0081,0
ORD_014381,CUS_09101,LEGITIMATE,27,26,0,1,0.0,0.963,583,1690,2,BEAUTY,0,UPI,0,500001,0.11,0.78,0,1,1,79,1,0,1,393,85.0,1,0.0035,0
ORD_014382,CUS_14601,OCCASIONAL_RTO,15,13,1,1,0.0667,0.8667,74,538,1,BEAUTY,10,COD,1,380001,0.14,0.83,1,1,1,81,1,2,1,358,80.0,2,0.1735,0
ORD_014383,CUS_08197,OCCASIONAL_RTO,14,12,2,0,0.1429,0.8571,646,1328,2,BEAUTY,30,COD,1,560001,0.08,0.61,1,1,1,189,1,0,1,560,75.0,1,0.1221,0
ORD_014384,CUS_00879,OCCASIONAL_RTO,5,3,1,1,0.2,0.6,710,4062,1,ELECTRONICS,5,COD,1,110016,0.07,0.76,0,1,1,105,0,0,1,348,65.0,1,0.2415,0
ORD_014385,CUS_10259,OCCASIONAL_RTO,4,1,1,2,0.25,0.25,306,7041,1,ELECTRONICS,0,UPI,0,247001,0.36,0.58,1,1,1,279,0,2,1,422,46.0,1,0.0739,0
ORD_014386,CUS_01096,LEGITIMATE,3,2,0,1,0.0,0.6667,227,530,2,HOME,5,UPI,0,560001,0.08,0.99,0,1,1,168,1,0,1,263,83.0,1,0.0055,0
ORD_014387,CUS_04968,LEGITIMATE,19,19,0,0,0.0,1.0,458,2427,1,FASHION,5,COD,1,110001,0.09,0.83,0,1,1,77,0,1,1,292,85.0,1,0.0408,0
ORD_014389,CUS_13188,LEGITIMATE,2,2,0,0,0.0,1.0,550,1857,2,ELECTRONICS,30,COD,1,110070,0.08,0.89,0,1,1,187,0,0,1,435,83.0,1,0.1909,0
ORD_014391,CUS_02181,LEGITIMATE,13,13,0,0,0.0,1.0,543,2845,1,ACCESSORIES,5,UPI,0,110016,0.07,1.0,0,1,1,136,0,0,1,488,93.0,1,0.0018,0
ORD_014392,CUS_16285,LEGITIMATE,18,18,0,0,0.0,1.0,649,2372,2,HOME,30,UPI,0,400001,0.09,0.79,1,1,1,202,0,0,1,583,85.0,1,0.0061,0
ORD_014393,CUS_12259,LEGITIMATE,22,21,0,1,0.0,0.9545,658,2398,4,ELECTRONICS,5,UPI,0,110070,0.08,0.91,0,1,1,142,1,0,1,421,93.0,1,0.0055,0
ORD_014394,CUS_02846,LEGITIMATE,33,32,0,1,0.0,0.9697,380,551,4,ACCESSORIES,5,UPI,0,700001,0.12,0.92,0,1,1,129,0,0,1,529,88.0,1,0.0043,0
ORD_014396,CUS_16510,LEGITIMATE,33,32,0,1,0.0,0.9697,483,527,3,FASHION,40,CARD,0,700001,0.12,0.84,0,1,1,68,2,0,1,414,80.0,1,0.003,0
ORD_014397,CUS_13766,LEGITIMATE,2,2,0,0,0.0,1.0,279,1799,1,BEAUTY,5,UPI,0,110001,0.09,0.92,0,1,2,132,0,0,1,274,79.0,1,0.0059,0
ORD_014398,CUS_04469,LEGITIMATE,22,21,0,1,0.0,0.9545,106,989,4,BEAUTY,10,UPI,0,560001,0.08,0.87,0,1,2,191,0,0,1,445,89.0,1,0.0029,0
ORD_014399,CUS_04293,LEGITIMATE,23,22,0,1,0.0,0.9565,482,614,1,BEAUTY,20,UPI,0,700001,0.12,0.82,0,1,1,89,0,0,1,346,80.0,1,0.0035,0
ORD_014401,CUS_15583,OCCASIONAL_RTO,13,8,3,2,0.2308,0.6154,312,518,1,ACCESSORIES,30,COD,1,110016,0.07,0.77,1,1,1,248,1,0,1,331,59.0,2,0.3051,0
ORD_014402,CUS_04120,OCCASIONAL_RTO,20,14,4,2,0.2,0.7,201,1158,5,ACCESSORIES,40,COD,1,201017,0.28,0.62,0,1,1,122,1,1,1,333,60.0,2,0.3473,0
ORD_014403,CUS_15669,SERIAL_RETURNER,12,6,4,2,0.3333,0.5,517,307,3,BEAUTY,30,COD,1,800001,0.34,0.42,1,0,3,76,0,3,2,336,12.0,1,0.8839,1
ORD_014404,CUS_05908,LEGITIMATE,19,19,0,0,0.0,1.0,6,922,1,ACCESSORIES,5,UPI,0,400001,0.09,0.99,0,1,2,111,2,0,1,213,89.0,1,0.0027,0
ORD_014408,CUS_05340,LEGITIMATE,12,10,1,1,0.0833,0.8333,21,2125,2,FASHION,20,COD,1,110016,0.07,0.92,0,1,1,95,0,0,1,279,93.0,1,0.0344,0
ORD_014409,CUS_06098,SERIAL_RETURNER,6,2,3,1,0.5,0.3333,66,1087,4,ACCESSORIES,40,COD,1,380001,0.14,0.67,3,1,3,44,2,3,1,115,18.0,1,0.7895,1
ORD_014411,CUS_14557,LEGITIMATE,16,16,0,0,0.0,1.0,102,1566,3,BEAUTY,0,COD,1,400050,0.08,0.86,0,1,1,108,1,0,1,290,93.0,1,0.0375,0
ORD_014412,CUS_03440,LEGITIMATE,20,19,1,0,0.05,0.95,517,1857,1,FASHION,0,CARD,0,600001,0.1,1.0,0,1,1,111,0,0,1,196,93.0,1,0.0043,0
ORD_014413,CUS_05737,LEGITIMATE,11,11,0,0,0.0,1.0,143,7430,3,ELECTRONICS,10,CARD,0,560001,0.08,0.89,0,1,1,58,0,0,1,206,93.0,1,0.0017,0
ORD_014414,CUS_12097,LEGITIMATE,13,13,0,0,0.0,1.0,18,1631,1,ACCESSORIES,0,UPI,0,110001,0.09,0.83,0,1,1,92,0,0,1,258,85.0,1,0.0034,0
ORD_014415,CUS_03431,LEGITIMATE,4,2,1,1,0.25,0.5,82,3326,1,FASHION,40,UPI,0,560038,0.09,0.82,0,1,1,54,2,1,1,338,65.0,1,0.0172,0
